$GPGGA,024411.000,4458.6340,N,09311.0369,W,1,07,1.59,282.6,M,-32.0,M,,*5E$
$GPGGA,024423.000,4458.6334,N,09311.0394,W,1,06,1.41,282.6,M,-32.0,M,,*56$
$GPGGA,024430.000,4458.6326,N,09311.0420,W,1,06,1.26,282.7,M,-32.0,M,,*5F$
$GPGGA,024411.000,4458.6340,N,09311.0369,W,1,07,1.59,282.6,M,-32.0,M,,*5E$
$GPGGA,024423.000,4458.6334,N,09311.0394,W,1,06,1.41,282.6,M,-32.0,M,,*56$
$GPGGA,024430.000,4458.6326,N,09311.0420,W,1,06,1.26,282.7,M,-32.0,M,,*5F$
$GPGGA,024431.000,4458.6316,N,09311.0426,W,1,06,1.26,282.7,M,-32.0,M,,*5B$
$GPGGA,024411.000,4458.6340,N,09311.0369,W,1,07,1.59,282.6,M,-32.0,M,,*5E$
$GPGGA,024423.000,4458.6334,N,09311.0394,W,1,06,1.41,282.6,M,-32.0,M,,*56$
$GPGGA,024430.000,4458.6326,N,09311.0420,W,1,06,1.26,282.7,M,-32.0,M,,*5F$
$GPGGA,024431.000,4458.6316,N,09311.0426,W,1,06,1.26,282.7,M,-32.0,M,,*5B$
$GPGGA,024432.000,4458.6302,N,09311.0432,W,1,06,1.26,282.7,M,-32.0,M,,*58$
$GPGGA,024411.000,4458.6340,N,09311.0369,W,1,07,1.59,282.6,M,-32.0,M,,*5E$
$GPGGA,024423.000,4458.6334,N,09311.0394,W,1,06,1.41,282.6,M,-32.0,M,,*56$
$GPGGA,024430.000,4458.6326,N,09311.0420,W,1,06,1.26,282.7,M,-32.0,M,,*5F$
$GPGGA,024433.000,4458.6284,N,09311.0440,W,1,06,1.26,282.7,M,-32.0,M,,*53$
M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?^L$GPGGA,024431.000,4458.6316,N,09311.0426,W,1,06,1.26,282.7,M,-32.0,M,,*5B$
$GPGGA,024432.000,4458.6302,N,09311.0432,W,1,06,1.26,282.7,M,-32.0,M,,*58$
$GPGGA,024411.000,4458.6340,N,09311.0369,W,1,07,1.59,282.6,M,-32.0,M,,*5E$
$GPGGA,024434.000,4458.6273,N,09311.0454,W,1,07,1.17,282.7,M,-32.0,M,,*5A$
$GPGGA,024423.000,4458.6334,N,09311.0394,W,1,06,1.41,282.6,M,-32.0,M,,*56$
$GPGGA,024430.000,4458.6326,N,09311.0420,W,1,06,1.26,282.7,M,-32.0,M,,*5F$
$GPGGA,024433.000,4458.6284,N,09311.0440,W,1,06,1.26,282.7,M,-32.0,M,,*53$
$GPGGA,024431.000,4458.6316,N,09311.0426,W,1,06,1.26,282.7,M,-32.0,M,,*5B$
$GPGGA,024432.000,4458.6302,N,09311.0432,W,1,06,1.26,282.7,M,-32.0,M,,*58$
$GPGGA,024435.000,4458.6240,N,09311.0508,W,1,07,1.17,282.7,M,-32.0,M,,*53$
$GPGGA,024411.000,4458.6340,N,09311.0369,W,1,07,1.59,282.6,M,-32.0,M,,*5E$
$GPGGA,024434.000,4458.6273,N,09311.0454,W,1,07,1.17,282.7,M,-32.0,M,,*5A$
$GPGGA,024436.000,4458.6218,N,09311.0553,W,1,07,1.17,282.6,M,-32.0,M,,*52$
$GPGGA,024423.000,4458.6334,N,09311.0394,W,1,06,1.41,282.6,M,-32.0,M,,*56$
$GPGGA,024430.000,4458.6326,N,09311.0420,W,1,06,1.26,282.7,M,-32.0,M,,*5F$
$GPGGA,024433.000,4458.6284,N,09311.0440,W,1,06,1.26,282.7,M,-32.0,M,,*53$
$GPGGA,024437.000,4458.6193,N,09311.0596,W,1,07,1.17,282.6,M,-32.0,M,,*5A$
$GPGGA,024431.000,4458.6316,N,09311.0426,W,1,06,1.26,282.7,M,-32.0,M,,*5B$
$GPGGA,024432.000,4458.6302,N,09311.0432,W,1,06,1.26,282.7,M,-32.0,M,,*58$
$GPGGA,024435.000,4458.6240,N,09311.0508,W,1,07,1.17,282.7,M,-32.0,M,,*53$
$GPGGA,024438.000,4458.6191,N,09311.0604,W,1,07,1.17,282.6,M,-32.0,M,,*5F$
$GPGGA,024411.000,4458.6340,N,09311.0369,W,1,07,1.59,282.6,M,-32.0,M,,*5E$
$GPGGA,024434.000,4458.6273,N,09311.0454,W,1,07,1.17,282.7,M,-32.0,M,,*5A$
$GPGGA,024436.000,4458.6218,N,09311.0553,W,1,07,1.17,282.6,M,-32.0,M,,*52$
$GPGGA,024439.000,4458.6189,N,09311.0609,W,1,07,1.17,282.6,M,-32.0,M,,*5A$
$GPGGA,024423.000,4458.6334,N,09311.0394,W,1,06,1.41,282.6,M,-32.0,M,,*56$
$GPGGA,024430.000,4458.6326,N,09311.0420,W,1,06,1.26,282.7,M,-32.0,M,,*5F$
$GPGGA,024433.000,4458.6284,N,09311.0440,W,1,06,1.26,282.7,M,-32.0,M,,*53$
$GPGGA,024437.000,4458.6193,N,09311.0596,W,1,07,1.17,282.6,M,-32.0,M,,*5A$
$GPGGA,024440.000,4458.6190,N,09311.0616,W,1,07,1.17,282.5,M,-32.0,M,,*51$
$GPGGA,024431.000,4458.6316,N,09311.0426,W,1,06,1.26,282.7,M,-32.0,M,,*5B$
$GPGGA,024432.000,4458.6302,N,09311.0432,W,1,06,1.26,282.7,M,-32.0,M,,*58$
$GPGGA,024435.000,4458.6240,N,09311.0508,W,1,07,1.17,282.7,M,-32.0,M,,*53$
$GPGGA,024441.000,4458.6191,N,09311.0623,W,1,07,1.17,282.5,M,-32.0,M,,*57$
$GPGGA,024438.000,4458.6191,N,09311.0604,W,1,07,1.17,282.6,M,-32.0,M,,*5F$
$GPGGA,024411.000,4458.6340,N,09311.0369,W,1,07,1.59,282.6,M,-32.0,M,,*5E$
$GPGGA,024434.000,4458.6273,N,09311.0454,W,1,07,1.17,282.7,M,-32.0,M,,*5A$
$GPGGA,024442.000,4458.6192,N,09311.0631,W,1,07,1.17,282.5,M,-32.0,M,,*54$
$GPGGA,024436.000,4458.6218,N,09311.0553,W,1,07,1.17,282.6,M,-32.0,M,,*52$
$GPGGA,024439.000,4458.6189,N,09311.0609,W,1,07,1.17,282.6,M,-32.0,M,,*5A$
$GPGGA,024443.000,4458.6195,N,09311.0637,W,1,07,1.17,282.5,M,-32.0,M,,*54$
$GPGGA,024423.000,4458.6334,N,09311.0394,W,1,06,1.41,282.6,M,-32.0,M,,*56$
$GPGGA,024430.000,4458.6326,N,09311.0420,W,1,06,1.26,282.7,M,-32.0,M,,*5F$
$GPGGA,024433.000,4458.6284,N,09311.0440,W,1,06,1.26,282.7,M,-32.0,M,,*53$
$GPGGA,024437.000,4458.6193,N,09311.0596,W,1,07,1.17,282.6,M,-32.0,M,,*5A$
$GPGGA,024444.000,4458.6200,N,09311.0642,W,1,07,1.17,282.5,M,-32.0,M,,*5E$
M-^?M-^?M-^?M-^?M-^?M-^?M-^?^L$GPGGA,024440.000,4458.6190,N,09311.0616,W,1,07,1.17,282.5,M,-32.0,M,,*51$
$GPGGA,024431.000,4458.6316,N,09311.0426,W,1,06,1.26,282.7,M,-32.0,M,,*5B$
$GPGGA,024432.000,4458.6302,N,09311.0432,W,1,06,1.26,282.7,M,-32.0,M,,*58$
$GPGGA,024435.000,4458.6240,N,09311.0508,W,1,07,1.17,282.7,M,-32.0,M,,*53$
$GPGGA,024445.000,4458.6201,N,09311.0648,W,1,07,1.17,282.5,M,-32.0,M,,*54$
$GPGGA,024441.000,4458.6191,N,09311.0623,W,1,07,1.17,282.5,M,-32.0,M,,*57$
$GPGGA,024438.000,4458.6191,N,09311.0604,W,1,07,1.17,282.6,M,-32.0,M,,*5F$
$GPGGA,024446.000,4458.6203,N,09311.0653,W,1,07,1.17,282.5,M,-32.0,M,,*5F$
$GPGGA,024411.000,4458.6340,N,09311.0369,W,1,07,1.59,282.6,M,-32.0,M,,*5E$
$GPGGA,024434.000,4458.6273,N,09311.0454,W,1,07,1.17,282.7,M,-32.0,M,,*5A$
$GPGGA,024442.000,4458.6192,N,09311.0631,W,1,07,1.17,282.5,M,-32.0,M,,*54$
$GPGGA,024447.000,4458.6204,N,09311.0657,W,1,07,1.17,282.4,M,-32.0,M,,*5C$
$GPGGA,024436.000,4458.6218,N,09311.0553,W,1,07,1.17,282.6,M,-32.0,M,,*52$
$GPGGA,024439.000,4458.6189,N,09311.0609,W,1,07,1.17,282.6,M,-32.0,M,,*5A$
$GPGGA,024448.000,4458.6205,N,09311.0662,W,1,07,1.17,282.4,M,-32.0,M,,*54$
$GPGGA,024443.000,4458.6195,N,09311.0637,W,1,07,1.17,282.5,M,-32.0,M,,*54$
$GPGGA,024423.000,4458.6334,N,09311.0394,W,1,06,1.41,282.6,M,-32.0,M,,*56$
$GPGGA,024430.000,4458.6326,N,09311.0420,W,1,06,1.26,282.7,M,-32.0,M,,*5F$
$GPGGA,024449.000,4458.6204,N,09311.0668,W,1,07,1.17,282.4,M,-32.0,M,,*5E$
$GPGGA,024423.000,4458.6334,N,09311.0394,W,1,06,1.41,282.6,M,-32.0,M,,*56$
$GPGGA,024430.000,4458.6326,N,09311.0420,W,1,06,1.26,282.7,M,-32.0,M,,*5F$
$GPGGA,024456.000,4458.6205,N,09311.0694,W,1,08,1.08,282.3,M,-32.0,M,,*54$
$GPGGA,024449.000,4458.6204,N,09311.0668,W,1,07,1.17,282.4,M,-32.0,M,,*5E$
$GPGGA,024423.000,4458.6334,N,09311.0394,W,1,06,1.41,282.6,M,-32.0,M,,*56$
$GPGGA,024430.000,4458.6326,N,09311.0420,W,1,06,1.26,282.7,M,-32.0,M,,*5F$
$GPGGA,024456.000,4458.6205,N,09311.0694,W,1,08,1.08,282.3,M,-32.0,M,,*54$
$GPGGA,024457.000,4458.6207,N,09311.0695,W,1,08,1.08,282.3,M,-32.0,M,,*56$
$GPGGA,024449.000,4458.6204,N,09311.0668,W,1,07,1.17,282.4,M,-32.0,M,,*5E$
$GPGGA,024423.000,4458.6334,N,09311.0394,W,1,06,1.41,282.6,M,-32.0,M,,*56$
$GPGGA,024430.000,4458.6326,N,09311.0420,W,1,06,1.26,282.7,M,-32.0,M,,*5F$
$GPGGA,024456.000,4458.6205,N,09311.0694,W,1,08,1.08,282.3,M,-32.0,M,,*54$
$GPGGA,024458.000,4458.6208,N,09311.0695,W,1,08,1.08,282.3,M,-32.0,M,,*56$
$GPGGA,024457.000,4458.6207,N,09311.0695,W,1,08,1.08,282.3,M,-32.0,M,,*56$
$GPGGA,024449.000,4458.6204,N,09311.0668,W,1,07,1.17,282.4,M,-32.0,M,,*5E$
$GPGGA,024423.000,4458.6334,N,09311.0394,W,1,06,1.41,282.6,M,-32.0,M,,*56$
$GPGGA,024430.000,4458.6326,N,09311.0420,W,1,06,1.26,282.7,M,-32.0,M,,*5F$
$GPGGA,024459.000,4458.6209,N,09311.0697,W,1,07,1.17,282.3,M,-32.0,M,,*55$
$GPGGA,024456.000,4458.6205,N,09311.0694,W,1,08,1.08,282.3,M,-32.0,M,,*54$
$GPGGA,024458.000,4458.6208,N,09311.0695,W,1,08,1.08,282.3,M,-32.0,M,,*56$
$GPGGA,024457.000,4458.6207,N,09311.0695,W,1,08,1.08,282.3,M,-32.0,M,,*56$
$GPGGA,024449.000,4458.6204,N,09311.0668,W,1,07,1.17,282.4,M,-32.0,M,,*5E$
$GPGGA,024500.000,4458.6209,N,09311.0700,W,1,07,1.17,282.3,M,-32.0,M,,*57$
$GPGGA,024423.000,4458.6334,N,09311.0394,W,1,06,1.41,282.6,M,-32.0,M,,*56$
$GPGGA,024430.000,4458.6326,N,09311.0420,W,1,06,1.26,282.7,M,-32.0,M,,*5F$
$GPGGA,024459.000,4458.6209,N,09311.0697,W,1,07,1.17,282.3,M,-32.0,M,,*55$
$GPGGA,024501.000,4458.6209,N,09311.0703,W,1,08,1.08,282.3,M,-32.0,M,,*54$
M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?^L$GPGGA,024456.000,4458.6205,N,09311.0694,W,1,08,1.08,282.3,M,-32.0,M,,*54$
$GPGGA,024458.000,4458.6208,N,09311.0695,W,1,08,1.08,282.3,M,-32.0,M,,*56$
$GPGGA,024457.000,4458.6207,N,09311.0695,W,1,08,1.08,282.3,M,-32.0,M,,*56$
$GPGGA,024502.000,4458.6209,N,09311.0704,W,1,08,1.08,282.3,M,-32.0,M,,*50$
$GPGGA,024449.000,4458.6204,N,09311.0668,W,1,07,1.17,282.4,M,-32.0,M,,*5E$
$GPGGA,024500.000,4458.6209,N,09311.0700,W,1,07,1.17,282.3,M,-32.0,M,,*57$
$GPGGA,024423.000,4458.6334,N,09311.0394,W,1,06,1.41,282.6,M,-32.0,M,,*56$
$GPGGA,024430.000,4458.6326,N,09311.0420,W,1,06,1.26,282.7,M,-32.0,M,,*5F$
$GPGGA,024503.000,4458.6210,N,09311.0706,W,1,08,1.08,282.3,M,-32.0,M,,*5B$
$GPGGA,024459.000,4458.6209,N,09311.0697,W,1,07,1.17,282.3,M,-32.0,M,,*55$
$GPGGA,024501.000,4458.6209,N,09311.0703,W,1,08,1.08,282.3,M,-32.0,M,,*54$
$GPGGA,024456.000,4458.6205,N,09311.0694,W,1,08,1.08,282.3,M,-32.0,M,,*54$
$GPGGA,024504.000,4458.6211,N,09311.0708,W,1,08,1.08,282.3,M,-32.0,M,,*53$
M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?^L$GPGGA,024458.000,4458.6208,N,09311.0695,W,1,08,1.08,282.3,M,-32.0,M,,*56$
$GPGGA,024457.000,4458.6207,N,09311.0695,W,1,08,1.08,282.3,M,-32.0,M,,*56$
$GPGGA,024502.000,4458.6209,N,09311.0704,W,1,08,1.08,282.3,M,-32.0,M,,*50$
$GPGGA,024505.000,4458.6212,N,09311.0709,W,1,08,1.08,282.3,M,-32.0,M,,*50$
$GPGGA,024449.000,4458.6204,N,09311.0668,W,1,07,1.17,282.4,M,-32.0,M,,*5E$
$GPGGA,024500.000,4458.6209,N,09311.0700,W,1,07,1.17,282.3,M,-32.0,M,,*57$
$GPGGA,024423.000,4458.6334,N,09311.0394,W,1,06,1.41,282.6,M,-32.0,M,,*56$
$GPGGA,024430.000,4458.6326,N,09311.0420,W,1,06,1.26,282.7,M,-32.0,M,,*5F$
$GPGGA,024506.000,4458.6213,N,09311.0710,W,1,08,1.08,282.3,M,-32.0,M,,*5A$
$GPGGA,024503.000,4458.6210,N,09311.0706,W,1,08,1.08,282.3,M,-32.0,M,,*5B$
$GPGGA,024459.000,4458.6209,N,09311.0697,W,1,07,1.17,282.3,M,-32.0,M,,*55$
$GPGGA,024501.000,4458.6209,N,09311.0703,W,1,08,1.08,282.3,M,-32.0,M,,*54$
$GPGGA,024507.000,4458.6214,N,09311.0712,W,1,08,1.08,282.3,M,-32.0,M,,*5E$
M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?^L$GPGGA,024456.000,4458.6205,N,09311.0694,W,1,08,1.08,282.3,M,-32.0,M,,*54$
$GPGGA,024504.000,4458.6211,N,09311.0708,W,1,08,1.08,282.3,M,-32.0,M,,*53$
$GPGGA,024458.000,4458.6208,N,09311.0695,W,1,08,1.08,282.3,M,-32.0,M,,*56$
$GPGGA,024508.000,4458.6215,N,09311.0713,W,1,08,1.08,282.3,M,-32.0,M,,*51$
$GPGGA,024457.000,4458.6207,N,09311.0695,W,1,08,1.08,282.3,M,-32.0,M,,*56$
$GPGGA,024502.000,4458.6209,N,09311.0704,W,1,08,1.08,282.3,M,-32.0,M,,*50$
$GPGGA,024505.000,4458.6212,N,09311.0709,W,1,08,1.08,282.3,M,-32.0,M,,*50$
$GPGGA,024509.000,4458.6216,N,09311.0715,W,1,07,1.16,282.3,M,-32.0,M,,*55$
$GPGGA,024449.000,4458.6204,N,09311.0668,W,1,07,1.17,282.4,M,-32.0,M,,*5E$
$GPGGA,024500.000,4458.6209,N,09311.0700,W,1,07,1.17,282.3,M,-32.0,M,,*57$
$GPGGA,024423.000,4458.6334,N,09311.0394,W,1,06,1.41,282.6,M,-32.0,M,,*56$
$GPGGA,024430.000,4458.6326,N,09311.0420,W,1,06,1.26,282.7,M,-32.0,M,,*5F$
$GPGGA,024510.000,4458.6216,N,09311.0718,W,1,07,1.16,282.3,M,-32.0,M,,*50$
$GPGGA,024506.000,4458.6213,N,09311.0710,W,1,08,1.08,282.3,M,-32.0,M,,*5A$
$GPGGA,024503.000,4458.6210,N,09311.0706,W,1,08,1.08,282.3,M,-32.0,M,,*5B$
$GPGGA,024459.000,4458.6209,N,09311.0697,W,1,07,1.17,282.3,M,-32.0,M,,*55$
$GPGGA,024511.000,4458.6190,N,09311.0747,W,1,07,1.16,282.3,M,-32.0,M,,*56$
$GPGGA,024501.000,4458.6209,N,09311.0703,W,1,08,1.08,282.3,M,-32.0,M,,*54$
$GPGGA,024507.000,4458.6214,N,09311.0712,W,1,08,1.08,282.3,M,-32.0,M,,*5E$
$GPGGA,024456.000,4458.6205,N,09311.0694,W,1,08,1.08,282.3,M,-32.0,M,,*54$
$GPGGA,024512.000,4458.6169,N,09311.0768,W,1,07,1.16,282.3,M,-32.0,M,,*5E$
$GPGGA,024504.000,4458.6211,N,09311.0708,W,1,08,1.08,282.3,M,-32.0,M,,*53$
$GPGGA,024458.000,4458.6208,N,09311.0695,W,1,08,1.08,282.3,M,-32.0,M,,*56$
$GPGGA,024508.000,4458.6215,N,09311.0713,W,1,08,1.08,282.3,M,-32.0,M,,*51$
$GPGGA,024513.000,4458.6153,N,09311.0785,W,1,07,1.16,282.3,M,-32.0,M,,*55$
$GPGGA,024457.000,4458.6207,N,09311.0695,W,1,08,1.08,282.3,M,-32.0,M,,*56$
$GPGGA,024502.000,4458.6209,N,09311.0704,W,1,08,1.08,282.3,M,-32.0,M,,*50$
$GPGGA,024505.000,4458.6212,N,09311.0709,W,1,08,1.08,282.3,M,-32.0,M,,*50$
$GPGGA,024514.000,4458.6152,N,09311.0789,W,1,07,1.16,282.3,M,-32.0,M,,*5F$
M-^?M-^?M-^?M-^?M-^?^L$GPGGA,024509.000,4458.6216,N,09311.0715,W,1,07,1.16,282.3,M,-32.0,M,,*55$
$GPGGA,024449.000,4458.6204,N,09311.0668,W,1,07,1.17,282.4,M,-32.0,M,,*5E$
$GPGGA,024522.000,4458.6132,N,09311.0804,W,1,07,1.16,282.3,M,-32.0,M,,*56$
$GPGGA,024449.000,4458.6204,N,09311.0668,W,1,07,1.17,282.4,M,-32.0,M,,*5E$
$GPGGA,024522.000,4458.6132,N,09311.0804,W,1,07,1.16,282.3,M,-32.0,M,,*56$
$GPGGA,024523.000,4458.6132,N,09311.0804,W,1,07,1.16,282.3,M,-32.0,M,,*57$
