UTC time,Latitude,Longitude,Fix Quality,Number of Satellites,HDOP,Altitude
021432.000,4458.6193,9311.0721,1.0,9.0,0.91,283.9
021433.000,4458.6193,9311.0721,1.0,9.0,0.91,283.9
021434.000,4458.6193,9311.0721,1.0,9.0,0.91,283.9
021435.000,4458.6193,9311.0721,1.0,9.0,0.91,283.9
021436.000,4458.6192,9311.0721,1.0,9.0,0.9099999999999999,283.90000000000003
021443.000,4458.6191,9311.0719,1.0,7.0,1.11,283.90000000000003
021444.000,4458.6191,9311.0719,1.0,7.0,1.11,283.90000000000003
021445.000,4458.6191,9311.0718,1.0,7.0,1.11,283.90000000000003
021446.000,4458.6191,9311.0718,1.0,7.0,1.11,283.9
021447.000,4458.619,9311.0717,1.0,7.0,1.11,283.9
021448.000,4458.619,9311.0716,1.0,7.0,1.11,283.9
021449.000,4458.619,9311.0715,1.0,7.0,1.11,283.9
021450.000,4458.6189,9311.0714,1.0,7.0,1.11,283.9
021451.000,4458.6189,9311.0713,1.0,7.0,1.11,283.9
021452.000,4458.6189,9311.0712,1.0,7.0,1.11,283.9
021453.000,4458.6188,9311.0712,1.0,7.0,1.11,283.9
021454.000,4458.6188,9311.0711,1.0,7.0,1.11,283.9
021455.000,4458.6188,9311.0711,1.0,7.0,1.11,283.9
021456.000,4458.6187,9311.070999999998,1.0,7.0,1.1099999999999999,283.90000000000003
021457.000,4458.6187,9311.071,1.0,7.0,1.11,283.9
021458.000,4458.6186,9311.0709,1.0,7.0,1.11,283.9
021459.000,4458.6186,9311.0709,1.0,7.0,1.11,283.9
021500.000,4458.6186,9311.0709,1.0,7.0,1.11,283.9
021501.000,4458.6186,9311.0708,1.0,7.0,1.11,283.9
021508.000,4458.6182,9311.069300000001,1.0,7.0,1.11,283.90000000000003
021509.000,4458.6181,9311.068700000002,1.0,7.0,1.11,283.90000000000003
021510.000,4458.6181,9311.068100000002,1.0,7.0,1.11,283.90000000000003
021511.000,4458.618,9311.0677,1.0,7.0,1.11,283.9
021512.000,4458.6178,9311.0675,1.0,7.0,1.11,283.9
021513.000,4458.6177,9311.0671,1.0,7.0,1.11,283.9
021514.000,4458.6176,9311.067,1.0,7.0,1.11,283.9
021515.000,4458.6173,9311.067,1.0,7.0,1.11,283.9
021516.000,4458.6169,9311.0672,1.0,7.0,1.11,283.9
021517.000,4458.6167,9311.0674,1.0,7.0,1.11,283.9
021518.000,4458.6166,9311.0673,1.0,7.0,1.11,283.9
021519.000,4458.6166,9311.0672,1.0,7.0,1.11,283.9
021520.000,4458.6165,9311.0671,1.0,7.0,1.11,283.9
021621.000,4458.6189,9311.065700000001,1.0,7.0,1.0999999999999999,284.09999999999997
021622.000,4458.618600000001,9311.065499999999,1.0,7.0,1.0999999999999999,284.09999999999997
021623.000,4458.618300000001,9311.0656,1.0,8.0,0.9900000000000001,284.0
021624.000,4458.6181,9311.065799999998,1.0,8.0,0.9900000000000001,284.0
021625.000,4458.6181,9311.0655,1.0,8.0,0.99,283.9
021626.000,4458.6182,9311.0653,1.0,8.0,0.99,283.9
021627.000,4458.618,9311.0653,1.0,8.0,0.99,283.9
021628.000,4458.6175,9311.0652,1.0,8.0,0.99,283.9
021629.000,4458.6173,9311.065,1.0,8.0,0.9899999999999999,283.9
021630.000,4458.6173,9311.0646,1.0,8.0,0.9899999999999999,283.9
021631.000,4458.617299999999,9311.064199999999,1.0,8.0,0.9900000000000001,283.90000000000003
021632.000,4458.6174,9311.0637,1.0,8.0,0.99,283.9
021633.000,4458.617,9311.0635,1.0,7.0,1.07,283.9
021634.000,4458.6171,9311.0633,1.0,8.0,0.99,283.9
021635.000,4458.6172,9311.0628,1.0,8.0,0.99,283.9
021636.000,4458.6169,9311.0631,1.0,8.0,0.99,283.9
021637.000,4458.6166,9311.0633,1.0,8.0,0.99,283.9
021638.000,4458.6165,9311.0632,1.0,8.0,0.99,283.9
021639.000,4458.6167,9311.0631,1.0,8.0,0.99,283.9
021647.000,4458.617299999999,9311.0623,1.0,8.0,0.9900000000000001,283.90000000000003
021648.000,4458.6174,9311.0622,1.0,8.0,0.9899999999999999,283.9
021649.000,4458.6174,9311.062099999997,1.0,8.0,0.9900000000000001,283.90000000000003
021650.000,4458.6175,9311.062,1.0,8.0,0.99,283.9
021651.000,4458.6175,9311.0619,1.0,8.0,0.99,283.9
021652.000,4458.6175,9311.0618,1.0,8.0,0.99,283.9
021653.000,4458.6176,9311.0618,1.0,7.0,1.07,283.9
021654.000,4458.6176,9311.0617,1.0,8.0,0.99,283.9
021655.000,4458.6176,9311.0616,1.0,8.0,0.9899999999999999,283.9
021656.000,4458.6176,9311.0615,1.0,8.0,0.9899999999999999,283.9
021657.000,4458.6177,9311.0614,1.0,8.0,0.9899999999999999,283.9
021658.000,4458.6177,9311.0614,1.0,8.0,0.99,283.9
021659.000,4458.6178,9311.0614,1.0,8.0,0.99,283.9
021700.000,4458.6178,9311.0613,1.0,8.0,0.99,283.9
021701.000,4458.6179,9311.0613,1.0,8.0,0.99,283.9
021702.000,4458.6179,9311.0613,1.0,8.0,0.99,283.9
021703.000,4458.6179,9311.0613,1.0,8.0,0.99,283.9
021704.000,4458.618,9311.0613,1.0,8.0,0.99,283.9
021705.000,4458.618,9311.0613,1.0,8.0,0.99,283.9
021706.000,4458.618,9311.0612,1.0,8.0,0.99,283.9
021713.000,4458.6181,9311.0612,1.0,8.0,0.99,283.9
021714.000,4458.6181,9311.0612,1.0,7.0,1.07,283.9
021715.000,4458.618099999997,9311.061199999998,1.0,8.0,0.9899999999999995,283.89999999999986
021716.000,4458.618,9311.0612,1.0,8.0,0.99,283.9
021717.000,4458.618000000001,9311.0611,1.0,7.0,1.75,283.9
021718.000,4458.618,9311.0611,1.0,7.0,1.75,283.9
021719.000,4458.618,9311.0611,1.0,8.0,0.99,283.9
021720.000,4458.618,9311.061,1.0,8.0,0.9899999999999999,283.9
021721.000,4458.618,9311.061,1.0,8.0,0.9899999999999999,283.9
021722.000,4458.6179,9311.061,1.0,7.0,1.07,283.9
021723.000,4458.6179,9311.0609,1.0,7.0,1.07,283.9
021724.000,4458.6179,9311.0609,1.0,7.0,1.07,283.9
021725.000,4458.6178,9311.0608,1.0,7.0,1.07,283.9
021726.000,4458.6178,9311.060800000003,1.0,8.0,0.9900000000000001,283.90000000000003
021727.000,4458.6177,9311.0608,1.0,8.0,0.99,283.9
021728.000,4458.6177,9311.0608,1.0,8.0,0.99,283.9
021729.000,4458.6178,9311.0608,1.0,8.0,1.0,283.9
021730.000,4458.6178,9311.0608,1.0,8.0,1.0,283.9
021731.000,4458.6178,9311.060800000001,1.0,8.0,1.0,283.90000000000003
021738.000,4458.618300000001,9311.060499999998,1.0,7.0,1.75,283.90000000000003
021739.000,4458.6184,9311.0605,1.0,7.0,1.75,283.90000000000003
021740.000,4458.618600000001,9311.0604,1.0,7.0,2.22,283.90000000000003
021741.000,4458.618600000001,9311.0604,1.0,7.0,1.75,283.90000000000003
021742.000,4458.6187,9311.0604,1.0,7.0,2.22,283.9
021743.000,4458.618799999998,9311.0603,1.0,7.0,2.2199999999999998,283.90000000000003
021744.000,4458.6189,9311.0603,1.0,7.0,1.75,283.9
021745.000,4458.6189,9311.0603,1.0,7.0,1.75,283.9
021746.000,4458.619,9311.0602,1.0,7.0,1.75,283.9
021747.000,4458.619,9311.0602,1.0,7.0,1.75,283.9
021748.000,4458.619,9311.0601,1.0,7.0,1.75,283.9
021749.000,4458.619,9311.0601,1.0,7.0,1.75,283.9
021750.000,4458.619,9311.06,1.0,7.0,1.75,283.9
021751.000,4458.619,9311.0599,1.0,7.0,1.75,283.9
021752.000,4458.619,9311.0598,1.0,7.0,1.75,283.9
021753.000,4458.619,9311.0598,1.0,7.0,1.75,283.9
021754.000,4458.6191,9311.0597,1.0,7.0,1.75,283.9
021755.000,4458.6191,9311.0596,1.0,7.0,1.75,283.9
021756.000,4458.6192,9311.0595,1.0,7.0,1.75,283.9
021757.000,4458.6192,9311.0595,1.0,7.0,1.75,283.9
021805.000,4458.619299999999,9311.058600000002,1.0,7.0,1.75,283.90000000000003
021806.000,4458.6194,9311.0585,1.0,7.0,1.75,283.90000000000003
021807.000,4458.6194,9311.0584,1.0,7.0,1.75,283.90000000000003
021808.000,4458.6195,9311.0582,1.0,7.0,1.75,283.9
021809.000,4458.6195,9311.0581,1.0,7.0,1.75,283.9
021810.000,4458.6196,9311.0579,1.0,7.0,1.75,283.9
021811.000,4458.619599999999,9311.057799999999,1.0,7.0,1.75,283.90000000000003
021812.000,4458.6197,9311.0577,1.0,7.0,1.75,283.9
021813.000,4458.6198,9311.0576,1.0,7.0,1.75,283.9
021814.000,4458.619899999999,9311.057499999999,1.0,7.0,1.75,283.90000000000003
021815.000,4458.6199,9311.0574,1.0,7.0,1.75,283.9
021816.000,4458.62,9311.0572,1.0,7.0,1.75,283.9
021817.000,4458.6201,9311.0571,1.0,7.0,1.75,283.9
021818.000,4458.620199999999,9311.057,1.0,7.0,1.75,283.90000000000003
021819.000,4458.6203,9311.0568,1.0,7.0,1.75,283.9
021820.000,4458.6203,9311.0567,1.0,7.0,1.75,283.9
021821.000,4458.6204,9311.0567,1.0,7.0,1.75,283.9
021822.000,4458.6205,9311.0566,1.0,7.0,1.75,283.9
021823.000,4458.6205,9311.0565,1.0,7.0,1.75,283.9
021831.000,4458.621,9311.056299999998,1.0,7.0,1.75,283.90000000000003
021832.000,4458.6211,9311.0562,1.0,7.0,1.75,283.90000000000003
021833.000,4458.621199999999,9311.056000000002,1.0,7.0,1.75,283.8999999999999
021834.000,4458.6215,9311.0558,1.0,7.0,1.75,283.9
021835.000,4458.6218,9311.0557,1.0,7.0,1.75,283.9
021836.000,4458.6222,9311.0558,1.0,7.0,1.75,283.9
021837.000,4458.622600000001,9311.056500000002,1.0,7.0,1.75,283.9
021838.000,4458.6229,9311.057,1.0,7.0,2.22,283.9
021839.000,4458.6233,9311.0574,1.0,7.0,2.22,283.9
021840.000,4458.6239,9311.057700000001,1.0,7.0,2.2199999999999998,283.90000000000003
021841.000,4458.6245,9311.0578,1.0,7.0,2.22,283.8
021842.000,4458.6251,9311.0583,1.0,7.0,2.22,283.8
021843.000,4458.6259,9311.0589,1.0,7.0,2.22,283.8
021844.000,4458.6266,9311.0594,1.0,7.0,2.22,283.8
021845.000,4458.6268,9311.0596,1.0,7.0,2.22,283.8
021846.000,4458.6271,9311.0598,1.0,7.0,2.22,283.8
021847.000,4458.6274,9311.0601,1.0,7.0,2.22,283.8
021848.000,4458.6277,9311.0605,1.0,7.0,2.22,283.7
021849.000,4458.628,9311.061,1.0,7.0,2.22,283.7
021857.000,4458.6293,9311.064100000001,1.0,8.0,1.18,283.09999999999997
021858.000,4458.6293,9311.0643,1.0,8.0,1.18,283.0
021859.000,4458.6291,9311.0642,1.0,8.0,1.18,282.9
021900.000,4458.6283,9311.0646,1.0,8.0,1.18,282.9
021901.000,4458.6275,9311.0649,1.0,8.0,1.18,282.8
021902.000,4458.6269,9311.0649,1.0,8.0,1.18,282.8
021903.000,4458.6262,9311.0649,1.0,8.0,1.18,282.8
021904.000,4458.6256,9311.065,1.0,8.0,1.18,282.8
021905.000,4458.6256,9311.0649,1.0,8.0,1.18,282.8
021906.000,4458.6256,9311.064799999996,1.0,7.0,1.75,282.80000000000007
021907.000,4458.6256,9311.0647,1.0,7.0,1.75,282.7
021908.000,4458.6256,9311.0646,1.0,7.0,1.75,282.7
021909.000,4458.6256,9311.0645,1.0,7.0,1.75,282.7
021910.000,4458.625500000001,9311.064400000001,1.0,7.0,1.75,282.7
021911.000,4458.6254,9311.0644,1.0,7.0,1.75,282.7
021912.000,4458.6254,9311.0644,1.0,7.0,1.75,282.7
021913.000,4458.6253,9311.0643,1.0,7.0,1.75,282.7
021914.000,4458.6252,9311.0643,1.0,7.0,1.75,282.7
021915.000,4458.6251,9311.0642,1.0,7.0,1.75,282.7
021923.000,4458.624499999999,9311.0634,1.0,7.0,1.75,282.7
021924.000,4458.6244,9311.0633,1.0,7.0,1.75,282.7
021925.000,4458.6244,9311.0632,1.0,7.0,1.75,282.7
021926.000,4458.6244,9311.0631,1.0,7.0,1.75,282.7
021927.000,4458.6243,9311.063,1.0,6.0,1.89,282.7
021928.000,4458.6242,9311.0629,1.0,7.0,1.75,282.7
021929.000,4458.6242,9311.0629,1.0,7.0,1.07,282.7
021930.000,4458.6241,9311.0629,1.0,7.0,1.07,282.7
021931.000,4458.624,9311.0628,1.0,8.0,0.9899999999999999,282.7
021932.000,4458.624,9311.0628,1.0,7.0,1.01,282.7
021933.000,4458.624,9311.0627,1.0,7.0,1.01,282.7
021934.000,4458.6239,9311.0626,1.0,8.0,0.99,282.7
021935.000,4458.6239,9311.0625,1.0,8.0,0.99,282.7
021936.000,4458.6239,9311.0625,1.0,8.0,0.9900000000000001,282.7
021937.000,4458.6239,9311.0624,1.0,8.0,0.99,282.7
021938.000,4458.6239,9311.0624,1.0,8.0,0.99,282.7
021939.000,4458.6239,9311.0624,1.0,8.0,0.99,282.7
021940.000,4458.6238,9311.0624,1.0,8.0,0.99,282.7
021941.000,4458.6238,9311.0624,1.0,8.0,0.99,282.7
021942.000,4458.6237,9311.0624,1.0,8.0,0.9900000000000001,282.7
021949.000,4458.6234,9311.0626,1.0,7.0,1.75,282.7
021950.000,4458.6234,9311.0627,1.0,7.0,1.75,282.7
021951.000,4458.6234,9311.0627,1.0,7.0,1.75,282.7
021952.000,4458.6235,9311.0627,1.0,7.0,1.75,282.7
021953.000,4458.6235,9311.0627,1.0,7.0,1.74,282.7
021954.000,4458.6235,9311.0626,1.0,7.0,1.74,282.7
021955.000,4458.6235,9311.0625,1.0,7.0,1.75,282.7
021956.000,4458.6235,9311.0624,1.0,7.0,1.75,282.7
021957.000,4458.6236,9311.0623,1.0,7.0,1.75,282.7
021958.000,4458.6236,9311.0623,1.0,7.0,1.74,282.7
021959.000,4458.6237,9311.0623,1.0,7.0,2.21,282.7
022000.000,4458.6237,9311.0623,1.0,7.0,1.74,282.7
022001.000,4458.6238,9311.0623,1.0,7.0,2.21,282.7
022002.000,4458.6239,9311.0623,1.0,7.0,1.74,282.7
022003.000,4458.6239,9311.0624,1.0,7.0,1.74,282.7
022004.000,4458.624,9311.0625,1.0,7.0,1.75,282.7
022005.000,4458.6241,9311.0626,1.0,7.0,1.75,282.7
022006.000,4458.6242,9311.0626,1.0,7.0,1.75,282.7
022007.000,4458.6243,9311.0627,1.0,7.0,1.74,282.7
022008.000,4458.6244,9311.0627,1.0,7.0,1.75,282.7
022009.000,4458.6245,9311.0628,1.0,7.0,1.75,282.7
022010.000,4458.6245,9311.0628,1.0,7.0,1.75,282.7
022011.000,4458.6246,9311.0629,1.0,7.0,1.75,282.7
022012.000,4458.6246,9311.063,1.0,7.0,1.74,282.7
022013.000,4458.6247,9311.063,1.0,7.0,1.75,282.7
022014.000,4458.6247,9311.0631,1.0,7.0,1.75,282.7
022015.000,4458.6247,9311.0631,1.0,7.0,1.74,282.7
022016.000,4458.6248,9311.0632,1.0,7.0,1.74,282.7
022017.000,4458.6249,9311.0633,1.0,7.0,1.75,282.7
022018.000,4458.625,9311.0634,1.0,7.0,1.74,282.7
022019.000,4458.6251,9311.0635,1.0,7.0,1.74,282.7
022020.000,4458.6251,9311.0636,1.0,7.0,1.74,282.7
022021.000,4458.6252,9311.0637,1.0,7.0,1.75,282.7
022022.000,4458.6253,9311.0637,1.0,7.0,1.74,282.7
022023.000,4458.6253,9311.0638,1.0,7.0,1.74,282.7
022024.000,4458.6254,9311.0639,1.0,7.0,1.74,282.7
022025.000,4458.6254,9311.064,1.0,7.0,1.74,282.7
022026.000,4458.6254,9311.0642,1.0,7.0,1.74,282.7
022027.000,4458.6254,9311.0643,1.0,7.0,1.74,282.7
022028.000,4458.6254,9311.0644,1.0,7.0,1.75,282.7
022029.000,4458.6254,9311.0645,1.0,8.0,1.18,282.7
022030.000,4458.6253,9311.0647,1.0,8.0,1.18,282.7
022031.000,4458.6253,9311.0648,1.0,8.0,1.18,282.7
022032.000,4458.6252,9311.0649,1.0,8.0,1.18,282.7
022033.000,4458.6252,9311.065,1.0,8.0,1.18,282.7
022034.000,4458.6251,9311.0652,1.0,8.0,1.18,282.7
022035.000,4458.625,9311.0653,1.0,8.0,1.18,282.7
022036.000,4458.6249,9311.0655,1.0,7.0,1.74,282.7
022037.000,4458.6243,9311.0658,1.0,7.0,1.74,282.7
022038.000,4458.622,9311.0662,1.0,6.0,2.13,282.8
022039.000,4458.6216,9311.0666,1.0,6.0,2.13,282.8
022040.000,4458.6212,9311.067,1.0,6.0,2.13,282.8
022041.000,4458.6209,9311.0673,1.0,6.0,2.14,282.8
022042.000,4458.6205,9311.0675,1.0,6.0,2.13,282.7
022043.000,4458.6201,9311.0675,1.0,6.0,2.13,282.7
022044.000,4458.6188,9311.0678,1.0,6.0,2.13,282.7
022045.000,4458.6182,9311.0678,1.0,6.0,2.13,282.7
022046.000,4458.6177,9311.068,1.0,6.0,2.13,282.7
022047.000,4458.6169,9311.0681,1.0,6.0,2.13,282.7
022048.000,4458.6163,9311.068,1.0,6.0,2.13,282.6
022049.000,4458.6156,9311.0677,1.0,6.0,2.13,282.6
022050.000,4458.6149,9311.0677,1.0,6.0,2.13,282.6
022051.000,4458.6148,9311.0675,1.0,6.0,2.13,282.6
022052.000,4458.6147,9311.0674,1.0,6.0,2.13,282.6
022053.000,4458.6146,9311.0674,1.0,6.0,2.13,282.6
022054.000,4458.6144,9311.0674,1.0,6.0,2.13,282.6
022055.000,4458.6143,9311.0675,1.0,6.0,2.14,282.6
022056.000,4458.6142,9311.0677,1.0,6.0,2.13,282.6
022057.000,4458.6142,9311.0674,1.0,6.0,2.13,282.6
022058.000,4458.6141,9311.0675,1.0,6.0,2.13,282.5
022059.000,4458.614,9311.0675,1.0,6.0,2.13,282.5
022100.000,4458.6139,9311.0675,1.0,6.0,2.13,282.5
022101.000,4458.6138,9311.0676,1.0,6.0,2.14,282.5
022102.000,4458.6137,9311.0676,1.0,6.0,2.14,282.5
022103.000,4458.6136,9311.0676,1.0,6.0,1.63,282.5
022104.000,4458.6136,9311.0676,1.0,6.0,1.64,282.5
022105.000,4458.6136,9311.0675,1.0,6.0,1.63,282.5
022106.000,4458.6136,9311.0675,1.0,6.0,1.75,282.5
022107.000,4458.6136,9311.0674,1.0,6.0,1.75,282.5
022108.000,4458.6136,9311.0673,1.0,6.0,1.75,282.5
022109.000,4458.6136,9311.0673,1.0,6.0,1.75,282.5
022110.000,4458.6135,9311.0672,1.0,6.0,1.75,282.5
022111.000,4458.6135,9311.0672,1.0,6.0,1.75,282.5
022112.000,4458.6135,9311.0671,1.0,6.0,1.75,282.5
022113.000,4458.6134,9311.067,1.0,6.0,1.75,282.5
022114.000,4458.6134,9311.0669,1.0,6.0,1.75,282.5
022115.000,4458.6133,9311.0668,1.0,6.0,1.75,282.5
022116.000,4458.6132,9311.0667,1.0,6.0,1.75,282.5
022117.000,4458.6132,9311.0667,1.0,6.0,1.75,282.5
022118.000,4458.6131,9311.0666,1.0,6.0,1.75,282.5
022119.000,4458.6131,9311.0666,1.0,6.0,1.75,282.5
022120.000,4458.613,9311.0665,1.0,6.0,1.75,282.5
022121.000,4458.613,9311.0664,1.0,6.0,1.75,282.5
022122.000,4458.6129,9311.0663,1.0,6.0,1.75,282.5
022123.000,4458.6128,9311.0662,1.0,6.0,1.75,282.5
022124.000,4458.6127,9311.066,1.0,6.0,1.75,282.5
022125.000,4458.6127,9311.0659,1.0,6.0,1.75,282.5
022126.000,4458.6126,9311.0658,1.0,6.0,1.75,282.5
022127.000,4458.6126,9311.0657,1.0,6.0,1.75,282.5
022128.000,4458.6127,9311.0656,1.0,6.0,1.75,282.5
022129.000,4458.6127,9311.0655,1.0,6.0,1.75,282.5
022130.000,4458.6127,9311.0654,1.0,6.0,1.75,282.5
022131.000,4458.6128,9311.0653,1.0,6.0,1.75,282.5
022132.000,4458.6128,9311.0651,1.0,6.0,1.75,282.5
022133.000,4458.6129,9311.065,1.0,6.0,1.75,282.5
022134.000,4458.6133,9311.0642,1.0,6.0,1.75,282.5
022135.000,4458.6137,9311.0638,1.0,6.0,1.75,282.5
022136.000,4458.6138,9311.0636,1.0,6.0,1.75,282.5
022137.000,4458.6138,9311.0633,1.0,6.0,1.75,282.5
022138.000,4458.6141,9311.0627,1.0,6.0,1.75,282.5
022139.000,4458.6143,9311.0622,1.0,6.0,1.75,282.5
022140.000,4458.6147,9311.0618,1.0,6.0,1.75,282.5
022141.000,4458.6149,9311.0614,1.0,6.0,1.75,282.4
022142.000,4458.6152,9311.0609,1.0,6.0,1.75,282.4
022143.000,4458.6158,9311.0603,1.0,6.0,1.75,282.4
022144.000,4458.6162,9311.0598,1.0,6.0,1.75,282.4
022145.000,4458.6167,9311.0592,1.0,6.0,1.75,282.4
022146.000,4458.6171,9311.0587,1.0,6.0,1.75,282.4
022147.000,4458.6176,9311.0581,1.0,6.0,1.75,282.4
022148.000,4458.6182,9311.0577,1.0,6.0,1.75,282.4
022149.000,4458.6187,9311.0573,1.0,6.0,1.75,282.4
022150.000,4458.6192,9311.0571,1.0,7.0,1.74,282.4
022151.000,4458.6199,9311.057,1.0,6.0,1.75,282.4
022152.000,4458.6206,9311.0568,1.0,6.0,1.75,282.4
022153.000,4458.6213,9311.0568,1.0,6.0,1.75,282.4
022154.000,4458.6218,9311.0567,1.0,6.0,1.75,282.4
022155.000,4458.6222,9311.0567,1.0,6.0,1.75,282.4
022156.000,4458.6227,9311.0567,1.0,6.0,2.29,282.4
022157.000,4458.6233,9311.0566,1.0,6.0,1.75,282.4
022158.000,4458.6239,9311.0563,1.0,6.0,1.75,282.4
022159.000,4458.6246,9311.0562,1.0,6.0,1.75,282.4
022200.000,4458.6251,9311.0563,1.0,6.0,1.75,282.4
022201.000,4458.6255,9311.0563,1.0,7.0,1.22,282.4
022202.000,4458.6259,9311.0564,1.0,7.0,1.22,282.4
022203.000,4458.6255,9311.0567,1.0,7.0,1.25,282.4
022204.000,4458.6251,9311.0568,1.0,6.0,2.29,282.4
022205.000,4458.6252,9311.0568,1.0,6.0,2.29,282.4
022206.000,4458.6253,9311.0567,1.0,6.0,2.29,282.4
022207.000,4458.6255,9311.0565,1.0,6.0,2.29,282.4
022208.000,4458.6258,9311.0565,1.0,6.0,1.75,282.4
022209.000,4458.6261,9311.0565,1.0,6.0,2.29,282.4
022210.000,4458.6264,9311.0564,1.0,6.0,2.29,282.4
022211.000,4458.6267,9311.0563,1.0,6.0,2.29,282.4
022212.000,4458.627,9311.0565,1.0,6.0,1.75,282.4
022213.000,4458.6273,9311.0566,1.0,6.0,2.29,282.4
022214.000,4458.6276,9311.0567,1.0,6.0,2.29,282.4
022215.000,4458.6278,9311.0567,1.0,6.0,2.29,282.4
022216.000,4458.6281,9311.0567,1.0,6.0,2.29,282.4
022217.000,4458.6283,9311.0568,1.0,6.0,2.29,282.4
022218.000,4458.6275,9311.0568,1.0,6.0,2.29,282.4
022219.000,4458.6276,9311.057,1.0,7.0,1.25,282.4
022220.000,4458.6278,9311.0572,1.0,9.0,0.92,282.4
022221.000,4458.6274,9311.0575,1.0,7.0,1.08,282.4
022222.000,4458.6274,9311.0575,1.0,8.0,0.99,282.4
022223.000,4458.6275,9311.0573,1.0,8.0,1.0,282.4
022224.000,4458.6277,9311.0571,1.0,8.0,1.0,282.4
022225.000,4458.6278,9311.0572,1.0,8.0,0.99,282.3
022226.000,4458.628,9311.057,1.0,8.0,0.99,282.3
022227.000,4458.6281,9311.0569,1.0,8.0,0.99,282.3
022228.000,4458.6279,9311.057,1.0,8.0,0.99,282.3
022229.000,4458.6276,9311.057,1.0,8.0,1.0,282.3
022230.000,4458.6275,9311.057,1.0,8.0,0.99,282.2
022231.000,4458.6273,9311.0569,1.0,8.0,0.99,282.2
022232.000,4458.6272,9311.0569,1.0,8.0,0.99,282.2
022233.000,4458.6268,9311.057,1.0,8.0,0.99,282.2
022234.000,4458.6267,9311.0571,1.0,8.0,0.99,282.2
022235.000,4458.6264,9311.0573,1.0,8.0,1.0,282.2
022236.000,4458.6262,9311.0572,1.0,8.0,1.0,282.2
022237.000,4458.6263,9311.0572,1.0,8.0,0.99,282.2
022238.000,4458.6264,9311.0571,1.0,8.0,0.99,282.2
022239.000,4458.6265,9311.0571,1.0,7.0,1.08,282.2
022240.000,4458.6266,9311.057,1.0,8.0,0.99,282.2
022241.000,4458.6267,9311.0569,1.0,8.0,0.99,282.2
022242.000,4458.6268,9311.0568,1.0,8.0,0.99,282.2
022243.000,4458.6269,9311.0567,1.0,8.0,0.99,282.2
022244.000,4458.627,9311.0566,1.0,8.0,0.99,282.2
022245.000,4458.627,9311.0565,1.0,8.0,0.99,282.2
022246.000,4458.627,9311.0563,1.0,7.0,1.06,282.2
022247.000,4458.6271,9311.0561,1.0,8.0,0.99,282.2
022248.000,4458.6271,9311.0559,1.0,8.0,0.99,282.2
022249.000,4458.6272,9311.0558,1.0,7.0,1.06,282.2
022250.000,4458.6272,9311.0556,1.0,7.0,1.06,282.2
022251.000,4458.6273,9311.0555,1.0,8.0,0.99,282.2
022252.000,4458.6273,9311.0554,1.0,7.0,1.06,282.2
022253.000,4458.6273,9311.0553,1.0,8.0,0.99,282.2
